Object_ID,De-la-Faille_cat-no,type-of-literature,type-of-literature_URI,year_begin,year_end,title,ISBN,author(s),author_URI,in-exhibition-catalog,in-exhibition-catalog_ISBN,in-journal,in-journal_ISSN,in-series,in-series_ISSN,in-volume,publication-place,publication-place_URI,publisher,publisher_URI,pagination-statement
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 788; 2:repro.
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"531, no. 788, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Eighteenth and Nineteenth Century Paintings & Sculpture of the French School in the Chester Dale Collection,,,,,,,,,,,"National Gallery of Art, Washington",,,,"129, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F788, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",,"Hulsker, Jan",,,,,,,,,New York,,,,"472, no. 2055, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1985,1985,European Paintings: An Illustrated Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"179, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1986,1986,Von Böcklin zu Cézanne: Die Rezeption des franszösischen Impressionismus in der deutschen Schweiz,,"Gloor, Lukas",,,,,,,,,Bern,,,,"135, 281n."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1989,1989,Van Gogh,,"Wheldon, Keith",,,,,,,,,London,,,,repro.
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Essay,http://vocab.getty.edu/aat/300026291,1988,1988,"Vincent van Gogh & Paul Cassirer, Berlin: The reception of Van Gogh in Germany from 1901 to 1914",,"Feilchenfeldt, Walter",,,,,,,,,Amsterdam,,,,"120, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1993,1993,"Kunst, kennis en commercie: de kunsthandelaar J.H. de Bois (1878-1946)",,"Heijbroek, Jan Frederik and E.L. Wouthuysen",,,,,,,,,Amsterdam,,,,"201, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,,"Walther, Ingo F., and Rainer Metzger",,,,,,,,,Cologne,,,,2: 675.
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1999,1999,Van Gogh: Provence and Auvers,,"Welsh-Ovcharov, Bogomila.",,,,,,,,,New York,,,,"281-283, repro. 279"
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Ph.D. Dissertation,http://vocab.getty.edu/aat/300312076,2005,2005,Richard Kisling (1862-1917): Ein Schweizer Sammler und Kunstvermittler der Moderne,,"Volkart-Baumann, Silvia",,,,,,,,,University of Zurich,,,,"56-57, 127."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Summary Catalogue of European Paintings and Sculpture,,National Gallery of Art,,,,,,,,,Washington,,,,59.
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1968,1968,European Paintings and Sculpture: Illustrations (Companion to the Summary Catalogue),,National Gallery of Art,,,,,,,,,Washington,,,,"51, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,European Paintings: An Illustrated Summary Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"156, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Essay,http://vocab.getty.edu/aat/300026291,1984,1984,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"518, no. 778, color repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,2002,2002,The account book of Theo van Gogh and Jo van Gogh-Bonger,,"Stolwijk, Chris, and Han Veenenbos",,,,,,,,,Amsterdam and Leiden,,,,"52 (17/9), 127 (92/2), 149, 190 no. F788 JH 2055."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1993,1993,"Primitivism, Cubism, Abstraction: The Early Twentieth Century",,"Harrison, Charles, Francis Frascina and Gill Perry",,,,,,,,,New Haven,,,,"201, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Periodical,http://vocab.getty.edu/aat/300026657,1963,1963,Chester Dale: Collector,,"MacNeil, Neil",,,,McCalls,,,,,,,,,"124, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Periodical,http://vocab.getty.edu/aat/300026657,1952,1952,Chesterdale's Way,,"McBride, Henry",,,,Art News,,,,51,,,,,"21, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,2008,2008,"Richard Kisling, 1862-1917 : Sammler, Mäzen und Kunstvermittler",,"Volkart, Silvia",,,,,,,,,Bern,,,,"14, 15, 24, 201."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1999,1999,The Bellagio Gallery of Fine Art: European and American Masters,,"Lumpkin, Libby, ed.",,,,,,,,,Las Vegas,,,,"103, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Periodical,http://vocab.getty.edu/aat/300026657,1953,1953,Ladies Home Journal,,"Walker, John",,,,Ladies Home Journal,,,,,,,,,"61+, repro."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"522, repro. 523."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Les 70 jours de van Gogh à Auvers,,"Gachet, Paul",,,,,,,,,Saint-Ouen-l'Aumône,,,,"159, 318 (where dated around 25 June 1890), color repro XXVII."
c9a53bed-48f1-43ea-9722-ee568ecbb1bd,F788,Monograph,http://vocab.getty.edu/aat/300060417,2009,2009,Vincent van Gogh à Auvers,,"Van der Veen, Wouter, and Peter Knapp",,,,,,,,,Paris,,,,"179, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Periodical,http://vocab.getty.edu/aat/300026657,1928,1928,Exhibitions in New York,,,,,,The Arts,,,,"16, no. 5",,,,,"268, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 440; 2:repro.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,French Art in the Chester Dale Collection,,"Dale, Maud",,,,Art News,,,,,,,,,"46, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1929,1929,Before Manet to Modigliani from the Chester Dale Collection,,"Dale, Maud",,,,,,,,,New York,,,,"no. 65, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Monograph,http://vocab.getty.edu/aat/300060417,1937,1937,"Vincent van Gogh's Great Period: Arles, St. Rémy and Auvers sur Oise (Complete Catalogue)",,"Scherjon, W., and Jos. de Gruyter",,,,,,,,,Amsterdam,,,,"154-155, no. 126, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"340, no. 440, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Eighteenth and Nineteenth Century Paintings & Sculpture of the French School in the Chester Dale Collection,,,,,,,,,,,"National Gallery of Art, Washington",,,,"126, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F440, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Periodical,http://vocab.getty.edu/aat/300026657,1973,1973,The new de la Faille,,"Pickvance, Ronald",,,,The Burlington Magazine,,,,115,,,,,176.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",,"Hulsker, Jan",,,,,,,,,New York,,,,"378-380, no. 1639, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1985,1985,European Paintings: An Illustrated Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"179, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,,"Walther, Ingo F., and Rainer Metzger",,,,,,,,,Cologne,,,,2:462. repro.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Summary Catalogue of European Paintings and Sculpture,,National Gallery of Art,,,,,,,,,Washington,,,,59.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1968,1968,European Paintings and Sculpture: Illustrations (Companion to the Summary Catalogue),,National Gallery of Art,,,,,,,,,Washington,,,,"52, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,European Paintings: An Illustrated Summary Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"156, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Essay,http://vocab.getty.edu/aat/300026291,1984,1984,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"520, no. 779, color repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2013,2013,Van Gogh Repetitions,,"Rathbone, Eliza E., William H. Robinson, Elizabeth Steele, and Marcia Steele",,,,,,,,,New Haven and London,,,,"113, 117, repro. (detail) 112, 114 fig. 53."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Review,http://vocab.getty.edu/aat/300026480,1963,1963,The Artist Looks at Children,,"Kuh, Katherine",,,,Saturday Review of Literature,,,,,,,,,36.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Monograph,http://vocab.getty.edu/aat/300060417,1951,1951,Van Gogh,,"Leymarie, Jean",,,,,,,,,Paris,,,,"119, no. 102."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Newspaper,http://vocab.getty.edu/aat/300026656,1923,1923,Vincent van Gogh,,"Coquiot, Gustave",,,,,,,,,Paris,,,,179.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,repro. 524.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Periodical,http://vocab.getty.edu/aat/300026657,1955,1955,Van Gogh et la famille Roulin,,"Priou, J.-N.",,,,Revue des PTT de France,,,,2,,,,,26-32.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,Van Gogh,,"Pickvance, Ronald",,,,,,,,,Martigny,,,,"305-306, no. 71."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,Van Gogh Face to Face: The Portraits,,"Dorn, Roland et al.",,,,,,,,,Detroit Institute of Arts,,,,164-171.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2001,2001,Van Gogh and Gauguin: The Studio of the South,,"Druick, Douglas W. and Peter Kort Zegers",,,,,,,,,Chicago and New York,,,,"227-234, repro."
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,Vincent van Gogh in Arles,,"Stokvis, Benno",,,,Kunst und Künstler,,,,,,,,,474.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Academic Journal,http://vocab.getty.edu/aat/300215390,2014,2014,Van Gogh’s Repetitions: Washington and Cleveland,,"Kelly, Simon",,,,The Burlington Magazine,,,,"156, no. 1336",,,,,490.
af9afacf-ba8b-4c01-a13a-c2bf7fa32af6,F440,Academic Journal,http://vocab.getty.edu/aat/300215390,2019,2019,"Series, Multiples, Replicas",,"Barbour, Daphne, and Suzanne Quillen Lomax",,,,"Facture: conservation, science, art history",,,,4,,,,,"128-155, 129 unummbered fig. (detail), figs. 3, 7(c) (detail), 8 (c) (detail), 10 (c) (detail), 11 (c)."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1942,1942,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"76, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1944,1944,Masterpieces of Painting from the National Gallery of Art,,"Cairns, Huntington and John Walker, eds.",,,,,,,,,New York,,,,"178, color repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1944,1944,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"76, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1953,1953,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"86, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1957,1957,"Comparisons in Art: A Companion to the National Gallery of Art, Washington, DC",,"Shapley, Fern Rusk",,,,,,,,,London,,,,pl. 102.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1959,1959,French Painting of the 19th Century in the National Gallery of Art,,"Evans, Grose",,,,,,"Ten Schools of Painting in the National Gallery of Art, Washington, D.C.",,booklet number 2,"Washington, D.C.",,,,"36, color repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1960,1960,The National Gallery of Art and Its Collections--Reproductions of forty paintings,,"National Gallery of Art; Cott, Perry B.",,,,,,,,,"Washington, DC",,,,"19, color repro. 17."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1963,1963,"National Gallery of Art, Washington, DC",,"Walker, John",,,,,,,,,New York,,,,"274, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Summary Catalogue of European Paintings and Sculpture,,National Gallery of Art,,,,,,,,,Washington,,,,59.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1966,1966,A Pageant of Painting from the National Gallery of Art,,"Cairns, Huntington, and John Walker, ed.",,,,,,,,,New York,,,,"2:466, color repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1968,1968,European Paintings and Sculpture: Illustrations (Companion to the Summary Catalogue),,National Gallery of Art,,,,,,,,,Washington,,,,"52, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,European Paintings: An Illustrated Summary Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"156, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1979,1979,"The National Gallery of Art, Washington",,"Watson, Ross",,,,,,,,,New York,,,,"120, pl. 106."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Essay,http://vocab.getty.edu/aat/300026291,1984,1984,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"516, no. 777, color repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1992,1992,"National Gallery of Art, Washington",,National Gallery of Art,,,,,,,,,New York,,,,"198, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1961,1961,Gauguin,,"d'Angelis, Gaston",,,,,,,,,Paris,,,,"46, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1937,1937,"Vincent van Gogh's Great Period: Arles, St. Rémy and Auvers sur Oise (Complete Catalogue)",,"Scherjon, W., and Jos. de Gruyter",,,,,,,,,Amsterdam,,,,"84, no. 55, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Periodical,http://vocab.getty.edu/aat/300026657,1938,1938,Ambassador to Art,,"Pemberton, Murdock",,,,Esquire,,,,,,,,,repro.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"330, no. 431, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Eighteenth and Nineteenth Century Paintings & Sculpture of the French School in the Chester Dale Collection,,,,,,,,,,,"National Gallery of Art, Washington",,,,"125, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F431, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Periodical,http://vocab.getty.edu/aat/300026657,1973,1973,The new de la Faille,,"Pickvance, Ronald",,,,The Burlington Magazine,,,,115,,,,,179.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",,"Hulsker, Jan",,,,,,,,,New York,,,,"344, no. 1519, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1985,1985,European Paintings: An Illustrated Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"180, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Essay,http://vocab.getty.edu/aat/300026291,1988,1988,"Vincent van Gogh & Paul Cassirer, Berlin: The reception of Van Gogh in Germany from 1901 to 1914",,"Feilchenfeldt, Walter",,,,,,,,,Amsterdam,,,,94.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1989,1989,Vincent van Gogh: Christianity versus Nature,,"Kodera, Tsukasa",,,,,,,,,Philadelphia,,,,"64, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1992,1992,True to Temperament: van Gogh and French Naturalist Literature,,"Sund, Judy",,,,,,,,,Cambridge,,,,"178, repro."
