Object_ID,De-la-Faille_cat-no,type-of-literature,type-of-literature_URI,year_begin,year_end,title,ISBN,author(s),author_URI,in-exhibition-catalog,in-exhibition-catalog_ISBN,in-journal,in-journal_ISSN,in-series,in-series_ISSN,in-volume,publication-place,publication-place_URI,publisher,publisher_URI,pagination-statement
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1993,1993,"Kunst, kennis en commercie: de kunsthandelaar J.H. de Bois (1878-1946)",,"Heijbroek, Jan Frederik and E.L. Wouthuysen",,,,,,,,,Amsterdam,,,,"195, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,,"Walther, Ingo F., and Rainer Metzger",,,,,,,,,Cologne,,,,"2:389, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1999,1999,Van Gogh: Provence and Auvers,,"Welsh-Ovcharov, Bogomila.",,,,,,,,,New York,,,,"110, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,"The Arles Period: Symbolic Means, Decorative Ends",,"Dorn, Roland",,,,,,,,,The Detroit Institute of Arts,,,,repro. 143
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,2001,2001,Antimodernism and Artistic Experience,,"Jirat-Wasiutyriski, Vojtech; ed. Lynda Jessup",,,,,,,,,Toronto,,,,"185, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1956,1956,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"58, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Periodical,http://vocab.getty.edu/aat/300026657,1933,1933,"The Exhibition of French Art at the ""Art Institute"" of Chicago",,"Rich, Daniel Catton",,,,Formes,,,,,,,,,383.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Periodical,http://vocab.getty.edu/aat/300026657,1933,1933,Chicago Show to Present French Modern Classics,,,,,,Art News,,,,"XXXI, no. 34",,,,,"cover repro., as _Portrait of Mlle Gachet_"
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,"Rebels of Art, Manet to Matisse",,"Slocombe, George",,,,,,,,,New York,,,,pl. 19.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1936,1936,Significant Moderns and Their Pictures,,"Bulliet, C. J.",,,,,,,,,New York,,,,repro. no. 54.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 431; 2:repro.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,Vincent van Gogh,,"Pfister, Kurt",,,,,,,,,Berlin,,,,pl.25.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1984,1984,Van Gogh in Arles,,"Pickvance, Ronald",,,,,,,,,New York: Metropolitan Museum of Art,,,,"156, fig. 41."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Academic Journal,http://vocab.getty.edu/aat/300215390,1984,1984,Japan as Primitivistic Utopia: van Gogh's Japonisme Portraits,,"Kodera, Tsukasa",,,,Simiolus,,,,,,,,,"189-208, fig. 6."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1997,1997,"Van Gogh's Progress: Utopia, Modernity, and Late-Nineteenth-Century Art",,"Zemel, Carol",,,,,,,,,"Berkeley, Los Angeles and London",,,,"115-117, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,Famine to Feast: Portrait Making at St.-Rémy and Auvers,,"Sund, Judy",,,,,,,,,Detroit Institute of Arts,,,,183-227.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,2001,2001,"Seeking The Studio of the South: Vincent van Gogh, Gauguin, and Avant Guard Identity",,"Childs, Elizabeth",,,,,,,,,Saint Louis,,,,"120-134, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,2007,2007,Van Gogh Paintings: The Masterpieces,,"Thomson, Belinda",,,,,,,,,London,,,,"108, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1912,1912,Vincent van Gogh,,"Meier-Graefe, Julius",,,,,,,,,Munich,,,,"49, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1991,1991,America's National Gallery of Art: A Gift to the Nation,,"Kopper, Philip",,,,,,,,,New York,,,,239.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,2004,2004,National Gallery of Art: Master Paintings from the Collection,,"Hand, John Oliver",,,,,,,,,Washington and New York,,,,"368-369, no. 303, color repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,2002,2002,The account book of Theo van Gogh and Jo van Gogh-Bonger,,"Stolwijk, Chris, and Han Veenenbos",,,,,,,,,Amsterdam and Leiden,,,,"52 (17/12), 127 (92/10), 149, 172 no. F 431 JH 1519."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2001,2001,Van Gogh and Gauguin: The Studio of the South,,"Druick, Douglas W. and Peter Kort Zegers",,,,,,,,,Chicago and New York,,,,"126-128, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Essay,http://vocab.getty.edu/aat/300026291,1976,1976,Dialogue in Art: Japan and the West,,"Dorival, Bernard, ed. Chisaburo F. Yamada
",,,,,,,,,Tokyo and New York,,,,repro. 45.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1935,1935,Meisterwerke Europäischer Malerei in Amerika,,"Tietze, Hans",,,,,,,,,Vienna,,,,"302, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1944,1944,French Impressionists and their Contemporaries Represented in American Collections,,"Jewell, Edward Alden",,,,,,,,,New York,,,,"repro. 157.
"
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1999,1999,The Bellagio Gallery of Fine Art: European and American Masters,,"Lumpkin, Libby, ed.",,,,,,,,,Las Vegas,,,,"104, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Essay,http://vocab.getty.edu/aat/300026291,1936,1936,Vorkriegseuropa im Gleichnis meines Lebens,,"Sternheim, Carl",,,,,,,,,Amsterdam,,,,"137, 165."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1995,1995,Tagebücher 1905-1927. Die Jahre mit Carl Sternhaim,,"Sternheim, Thea",,,,,,,,,Mainz,,,,25.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,Arlésienne : le mythe?,,Museon Arlaten,,,,,,,,,Arles,,,,"178, repro. 43."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Newspaper,http://vocab.getty.edu/aat/300026656,1929,1929,New York Times Photogravure,,,,,,The New York Times,,,,,New York,,,,repro.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1920,1920,Van Gogh Mappe,,"Hagan, Oscar",,,,,,,,,Munich,,,,"no. 14, as Junges Mädchen."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1935,1935,"Van Gogh, peintre",,"Terrasse, Charles",,,,,,,,,Paris,,,,"109, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1933,1933,Vincent van Gogh: A Biographical Study,,"Meier-Graefe, Julius",,,,,,,,,New York,,,,pl. 58.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1935,1936,Recueil important des oeuvres de Vincent van Gogh,,,,,,,,,,,Tokyo,,,,2:pl. 11.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,L'Art français en Norvège,,"Jamot, Paul",,,,La Renaissance,,,,,,,,,"94, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1941,1941,"Briefe an Emile Bernard, Paul Gauguin, John Russell, Paul Signac und  Anderer",,Graber. Hans,,,,,,,,,Basel,,,,repro. opposite 52.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,"Vincent van Gogh, a biographical study",,"Meier-Graefe, Julius",,,,,,,,,London,,,,2:repro. 94A.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"520, repro. 521."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,Vincent van Gogh,,"Pfister, Kurt",,,,,,,,,Potsdam,,,,repro. 31.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Periodical,http://vocab.getty.edu/aat/300026657,1895,1895,Jean Carriès – Vincent van Gogh,,"Natanson, Thadée",,,,La Revue blanche,,,,,,,,,572-573.
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1904,1904,Vincent van Gogh: 40 Photocollographies d’après ses tableaux et dessins,,,,,,,,,,,Amsterdam,,,,no. 32 as Portrait de fille (Collection Mme van Gogh-Bonger).
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1950,1950,Vincent van Gogh,,"Schapiro, Meyer",,,,,,,,,New York,,,,"59, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1990,1990,"Vincent van Gogh, Paintings",,"Uitert, Evert van, Louis van Tilborgh, and Sjraar van Heugten",,,,,,,,,Milan and Rome,,,,"20, fig. 6."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2005,2005,Vincent van Gogh: The Drawings,,"Ives, Colta, et al.",,,,,,,,,New Haven,,,,"232, fig. 157."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,2009,2009,Van Gogh: A Literary Mind. Literature in the Correspondence of Vincent van Gogh,,"Veen, Wouter van der",,,,,,,,,Zwolle and Amsterdam,,,,"204, repro. 205."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Les 70 jours de van Gogh à Auvers,,"Gachet, Paul",,,,,,,,,Saint-Ouen-l'Aumône,,,,"159, 318 (where dated around 25 June 1890), color repro XXVII."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,"Briefe an Emile Bernard, Paul Gauguin, Paul Signac und Andere",,,,,,,,,,,Basel,,,,"44-45, repro. 48."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1951,1951,Vincent van Gogh,,"Schapiro, Meyer",,,,,,,,,London,,,,"59, repro."
5e6e1180-e3fb-43bb-86d3-87197a53f0aa,F431,Monograph,http://vocab.getty.edu/aat/300060417,1968,1968,"National Gallery of Art, Washington",,"Gandolfo, Giampaolo et al.",,,,,,Great Museums of the World,,,,,,,"141-142, color repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1942,1942,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"78, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1944,1944,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"78, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1952,1952,Great Paintings from the National Gallery of Art,,"Cairns, Huntington and John Walker, eds.",,,,,,,,,New York,,,,"170, color repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1953,1953,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"85, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1957,1957,"Comparisons in Art: A Companion to the National Gallery of Art, Washington, DC",,"Shapley, Fern Rusk",,,,,,,,,London,,,,pl. 156.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1963,1963,"National Gallery of Art, Washington, DC",,"Walker, John",,,,,,,,,New York,,,,"327, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Summary Catalogue of European Paintings and Sculpture,,National Gallery of Art,,,,,,,,,Washington,,,,59.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1966,1966,A Pageant of Painting from the National Gallery of Art,,"Cairns, Huntington, and John Walker, ed.",,,,,,,,,New York,,,,"2:468, color repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1968,1968,European Paintings and Sculpture: Illustrations (Companion to the Summary Catalogue),,National Gallery of Art,,,,,,,,,Washington,,,,"51, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,European Paintings: An Illustrated Summary Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"156, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1978,1978,"Adventures in Art: National Gallery of Art, Washington, D.C.",,"King, Marian",,,,,,,,,New York,,,,"92, pl. 56."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Essay,http://vocab.getty.edu/aat/300026291,1984,1984,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,"520, no. 780, color repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1937,1937,"Vincent van Gogh's Great Period: Arles, St. Rémy and Auvers sur Oise (Complete Catalogue)",,"Scherjon, W., and Jos. de Gruyter",,,,,,,,,Amsterdam,,,,"266-267, no. 71, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"456, no. 656, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Eighteenth and Nineteenth Century Paintings & Sculpture of the French School in the Chester Dale Collection,,,,,,,,,,,"National Gallery of Art, Washington",,,,"127, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F656, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",,"Hulsker, Jan",,,,,,,,,New York,,,,"428, no. 1870, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1985,1985,European Paintings: An Illustrated Catalogue,,National Gallery of Art,,,,,,,,,Washington,,,,"180, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Essay,http://vocab.getty.edu/aat/300026291,1988,1988,"Vincent van Gogh & Paul Cassirer, Berlin: The reception of Van Gogh in Germany from 1901 to 1914",,"Feilchenfeldt, Walter",,,,,,,,,Amsterdam,,,,110-111.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,,"Walther, Ingo F., and Rainer Metzger",,,,,,,,,Cologne,,,,2:593.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2006,2007,Van Gogh in Budapest,,,,,,,,,,,"Museum of Fine Arts, Budapest",,,,"117, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,Vincent van Gogh,,"Pfister, Kurt",,,,,,,,,Berlin,,,,pl. 48.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 565; 2:repro.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1987,1987,The Seven Sketchbooks of Vincent van Gogh,,"Wolk, Johannes van der",,,,,,,,,New York,,,,"216, 219, 243, 308, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,2006,2006,Van Gogh en Rembrandt,,"Hecht, Peter",,,,,,Van Gogh in Focus,,,Amsterdam,,,,"46, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2003,2003,Vincent's Choice: The Musée imaginaire of Van Gogh,,"Stolwijk, Christ, Sjraar van Heugten, Leo Janson and Andreas Blühm, eds.",,,,,,,,,Amsterdam,,,,"183, repro."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,2002,2002,The account book of Theo van Gogh and Jo van Gogh-Bonger,,"Stolwijk, Chris, and Han Veenenbos",,,,,,,,,Amsterdam and Leiden,,,,"49 (14/4), 124 (89/21), 145, 183 no. F656 JH 1870."
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,"National Gallery of Art, Washington",,"Walker, John",,,,,,,,,New York,,,,repro. 524.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Periodical,http://vocab.getty.edu/aat/300026657,1930,1930,De Delacroix à nos Jours: une exposition-programme à la Galerie Georges Petit,,,,,,Cahiers d'Art,,,,,Paris,,,,repro. 257.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,Vincent van Gogh,,"Pfister, Kurt",,,,,,,,,Potsdam,,,,repro. 21.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1928,1928,Vincent van Gogh,,"Fels, Florent",,,,,,,,,Paris,,,,repro. 143.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1921,1921,Vincent van Gogh,,"Glaser, Curt",,,,,,,,,Leipzig,,,,pl. 15.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1996,1996,Vincent van Gogh: Still Life with Peonies,,"Klusmann, Georg",,,,,,,,,Mainburg,,,,35.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,1912,1912,Vincent van Gogh,,"Meier-Graefe, Julius",,,,,,,,,Munich,,,,64.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Monograph,http://vocab.getty.edu/aat/300060417,2015,2015,Van Gogh: The Asylum Year,,"Mullins, Edwin",,,,,,,,,London,,,,127.
1ed65ab6-f692-4020-8c65-501ea3a0b315,F656,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,2013,2013,"Vincent van Gogh: The Years in France, Complete Paintings 1886-1890",,"Feilchenfeldt, Walter",,,,,,,,,London,,,,"235, repro."
09ee5f64-e26e-4e0f-8de5-00f40e9c7c60,F523,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1942,1942,French Paintings from the Chester Dale Collection,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"77, repro., as by van Gogh."
