Object_ID,De-la-Faille_cat-no,type-of-literature,type-of-literature_URI,year_begin,year_end,title,ISBN,author(s),author_URI,in-exhibition-catalog,in-exhibition-catalog_ISBN,in-journal,in-journal_ISSN,in-series,in-series_ISSN,in-volume,publication-place,publication-place_URI,publisher,publisher_URI,pagination-statement
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Essay,http://vocab.getty.edu/aat/300026291,1988,1988,"Vincent van Gogh & Paul Cassirer, Berlin: The reception of Van Gogh in Germany from 1901 to 1914",,"Feilchenfeldt, Walter",,,,,,,,,Amsterdam,,,,112.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,,"Walther, Ingo F., and Rainer Metzger",,,,,,,,,Cologne,,,,2: 25.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1998,1998,Impressionist Flowers: Art of the Bouquet,,"Whelan, Richard",,,,,,,,,"Cobb, California",,,,
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Periodical,http://vocab.getty.edu/aat/300026657,1999,1999,The Marie Harriman Gallery,,"Yeide, Nancy H.",,,,Archives of American Art Journal,,,,"39, nos. 1-2",,,,,"2-11, repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2001,2001,Impressionist Still Life,,"Rathbone, Eliza and George T.M. Shackelford",,,,,,,,,"The Phillips Collection, Washington",,,,"175, repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Periodical,http://vocab.getty.edu/aat/300026657,1933,1933,"The Exhibition of French Art at the ""Art Institute"" of Chicago",,"Rich, Daniel Catton",,,,Formes,,,,,,,,,383.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Collection Catalogue,http://vocab.getty.edu/aat/300417819,2004,2004,National Gallery of Art: Master Paintings from the Collection,,"Hand, John Oliver",,,,,,,,,Washington and New York,,,,"376, no. 309, color repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1999,1999,Van Gogh: Provence and Auvers,,"Welsh-Ovcharov, Bogomila.",,,,,,,,,New York,,,,repro. 224.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1991,1991,The Corporate Patron,,"Gingold, Diane J., and Elizabeth A.C. Weil",,,,,,,,,New York,,,,"106, 202-203, color repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,2013,2013,"Capital Culture: J. Carter Brown, the National Gallery of Art, and the Reinvention of the Museum Experience",,"Harris, Neil",,,,,,,,,Chicago and London,,,,417.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Periodical,http://vocab.getty.edu/aat/300026657,1991,1991,"The National Gallery of Art, Washington: Fifty Years of Collecting for the Public Good",,"Simon, Robin",,,,Apollo,,,,133,,,,,"152, 154, repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Periodical,http://vocab.getty.edu/aat/300026657,1942,1942,Vincent van Gogh in Baltimore and Worcester,,"Van Loon, Hendrik Willem",,,,Art News,,,,,,,,,"17-18, repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1991,1991,Art for the Nation: Gifts in Honor of the 50th Anniversary of the National Gallery of Art,,National Gallery of Art,,,,,,,,,"Washington, DC",,,,"238-239, color repro."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1925,1925,Van Gogh,,"Colin, Paul",,,,,,,,,Paris,,,,pl. 22.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1926,1926,Van Gogh,,"Colin, Paul",,,,,,,,,Paris,,,,pl. 26.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 681; 2:repro. as Nature morte: roses.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1916,1916,"Van Gogh, Vincent",,"Duret, Théodore",,,,,,,,,Paris,,,,pl. VII.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,2015,2015,"Ich und Van Gogh: Bilder, Sammler und ihre abenteuerlichen Geschichten",,"Koldehoff, Stefan",,,,,,,,,Berlin,,,,"158-161, repro. 158, color repro. 159."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,2013,2013,"Vincent van Gogh: The Years in France, Complete Paintings 1886-1890",,"Feilchenfeldt, Walter",,,,,,,,,London,,,,"187, 294."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Monograph,http://vocab.getty.edu/aat/300060417,1919,1919,"Van Gogh, Vincent",,"Duret, Théodore",,,,,,,,,Paris,,,,pl. VII.
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1987,1987,Van Gogh in Saint-Rémy and Auvers,,"Pickvance, Ronald",,,,,,,,,New York,,,,"no. 53, 186-187, repro., not in exhibition."
fac7f655-8caf-4a7b-b94f-48bd446fc022,F681,Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,"Art of the Day, Six pictures which are Prominently in the Public Eye",,,,,,The Sphere,,,,,London,,,,"105, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,De Zelfportretten van Vinvent van Gogh Uit St. Remy,,"Scherjon, W.",,,,,,,,,Utrecht,,,,"10, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1925,1935,Vincent van Gogh,,"Douwes, W.F.",,,,,,,,,Amsterdam,,,,"54, repro. frontispiece."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1932,1932,Catalogue des Tableaux par Vincent can Gogh décrits dans des lettres,,"Scherjon, W.",,,,,,,,,Utrecht,,,,"40, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1937,1937,"Vincent van Gogh's Great Period: Arles, St. Rémy and Auvers sur Oise (Complete Catalogue)",,"Scherjon, W., and Jos. de Gruyter",,,,,,,,,Amsterdam,,,,"230, no. 28, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"431, no. 626, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1945,1945,Vincent van Gogh,,"Goldscheider, Ludwig, and Wilhelm Uhde",,,,,,,,,"Oxford, London and New York",,,,"no. 72, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Periodical,http://vocab.getty.edu/aat/300026657,1946,1946,Brief uit Zwitzerland,,"Schmalenbach, Fritz",,,,Phoenix,,,,"1, no. 4",,,,,"24, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Periodical,http://vocab.getty.edu/aat/300026657,1951,1951,"Rockefeller, Whitney, Senior, Odets, Colin",,"McBride, Henry",,,,Art News,,,,50,,,,,"36, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Periodical,http://vocab.getty.edu/aat/300026657,1956,1956,French Paintings in the collection of Mr. and Mrs. John Hay Whitney,,"Rewald, John",,,,The Connoisseur,,,,"134, no. 552",,,,,"136, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F626, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1978,1978,The Complete Letters of Vincent van Gogh,,"Van Gogh, Vincent",,,,,,,,,London,,,,"3:201-202, 458."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",,"Hulsker, Jan",,,,,,,,,New York,,,,"404-406, no. 1770, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,,"Walther, Ingo F., and Rainer Metzger",,,,,,,,,Cologne,,,,2:534.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1995,1995,Tagebücher 1905-1927. Die Jahre mit Carl Sternhaim,,"Sternheim, Thea",,,,,,,,,Mainz,,,,45-46.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,2000,2000,Vincent van Gogh: The Painter and the Portrait,,"Shackelford, George T.M.",,,,,,,,,New York,,,,"54, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 626; 2:repro.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1997,1997,"Van Gogh's Progress: Utopia, Modernity, and Late-Nineteenth-Century Art",,"Zemel, Carol",,,,,,,,,"Berkeley, Los Angeles and London",,,,"165-167, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,2006,2006,By Appointment Only,,"Feilchenfeldt, Walter",,,,,,,,,London and New York,,,,"115, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,Moderne Kunst in den Privatsammlungen Europas. Holland,,"Huebner, F. M.",,,,,,,,,Leipzig,,,,51-52.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Collection Catalogue,http://vocab.getty.edu/aat/300417819,2004,2004,National Gallery of Art: Master Paintings from the Collection,,"Hand, John Oliver",,,,,,,,,Washington and New York,,,,"370-371, no. 304, color repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,2006,2006,De Kunstpaus: H.P. Bremmer 1871-1956,,"Balk, Hildelies",,,,,,,,,Bossum,,,,389.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1960,1960,Vincent van Gogh Selbstbildnisse,,"Hammacher, Abraham Marie",,,,,,,,,Stuttgart,,,,"18-19, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Periodical,http://vocab.getty.edu/aat/300026657,,,"Moderne Kunstwerken. Schilderijen, teekeningen en beeldhouwwerken",,"Bremmer, H.P., ed.",,,,,,,,,,,,,pl. 45 “Eigendom van den heer H. Tutein Nolthenius te Delft.”
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1963,1963,Die Selbstbildnisse Vincent van Goghs,,"Erpel, Fritz",,,,,,,,,Berlin,,,,"no. 41, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2014,2014,Van Gogh/Artaud: le suicidé de la société,,,,,,,,,,,Paris,,,,"86, repro. 87."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Academic Journal,http://vocab.getty.edu/aat/300215390,2014,2014,Verso la deflagrazione: Van Gogh e Artaud a Parigi,,"Brega, Matteo G.",,,,Art e dossier,,,,29,,,,,50.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,2014,2014,Van Gogh: l’infinito specchio. Il problema dell’autoritratto e della firma in Vincent,,"Guzzoni, Mariella",,,,,,,,,Milan,,,,"repro. 140, 142, pl. 38."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,2015,2015,Van Gogh: The Asylum Year,,"Mullins, Edwin",,,,,,,,,London,,,,repro. 78.
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Ph.D. Dissertation,http://vocab.getty.edu/aat/300312076,1954,1954,Die Selbstbildnisse Vincent van Goghs,,"Bromig-Kolleritz, Katharina",,,,,,,,,Munich,,,,"21-22, 113."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1950,1950,Vincent van Gogh,,"Schapiro, Meyer",,,,,,,,,New York,,,,"102, repro."
e280cdc5-635a-4ad5-a80b-839de76596d5,F626,Monograph,http://vocab.getty.edu/aat/300060417,1951,1951,Vincent van Gogh,,"Schapiro, Meyer",,,,,,,,,London,,,,"102, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Les 70 jours de van Gogh à Auvers,,"Gachet, Paul",,,,,,,,,Saint-Ouen-l'Aumône,,,,"138, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",,"Hulsker, Jan",,,,,,,,,New York,,,,"no. 1980, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1971,1971,L'opera pittorica completa di Van Gogh e i suoi nessi grafici,,"Lecaldano, Paolo",,,,,,,,,Milan,,,,"1:no. 859, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Periodical,http://vocab.getty.edu/aat/300026657,1912,1913,Der Künstler und seine Welt: Curt Hermann - Derlin als Maler und Sammler,,,,,,Deutsche Kunst und Dekoration,,,,,,,,,"131-138, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"no. F. 807, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2006,2006,Van Gogh and Britain: Pioneer Collectors,,"Bailey, Martin",,,,,,,,,,,,,122-123.
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Essay,http://vocab.getty.edu/aat/300026291,1988,1988,"Vincent van Gogh & Paul Cassirer, Berlin: The reception of Van Gogh in Germany from 1901 to 1914",,"Feilchenfeldt, Walter",,,,,,,,,Amsterdam,,,,"122, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,Vincent van Gogh,,"Pfister, Kurt",,,,,,,,,Berlin,,,,pl. 41.
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Periodical,http://vocab.getty.edu/aat/300026657,2002,2002,Collecting Paintings by Van Gogh in Britain before the Second World War,,"Korn, Madeleine",,,,Van Gogh Museum Journal,,,,,Amsterdam,,,,137.
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1989,1989,Curt Hermann 1854-1929 Ein Maler der Moderne in Berlin,,Berlin Museum,,,,,,,,,Berlin,,,,"92, repro. 33."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Essay,http://vocab.getty.edu/aat/300026291,1911,1911,Der Kampf um den Stil,,"Hermann, Curt",,,,,,,,,Berlin,,,,115.
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Newspaper,http://vocab.getty.edu/aat/300026656,2013,2013,"National Gallery Welcomes Gift of van Gogh's ""Final Gasp""",,"Boyle, Katherine",,,,The Washington Post,,,,"137, no. 15",,,,,"C8, color repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Newspaper,http://vocab.getty.edu/aat/300026656,2013,2013,Inside Art: A Van Gogh Out of the Living Room,,"Vogel, Carol",,,,The New York Times,,,,"163, no. 56,356",,,,,"C25, color repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1966,1966,French Paintings from the Collections of Mr. and Mrs. Paul Mellon and  Mrs. Mellon Bruce,,,,,,,,,,,"National Gallery of Art, Washington",,,,repro. no. 135.
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Periodical,http://vocab.getty.edu/aat/300026657,2014,2014,National Gallery of Art Bulletin,,Varous,,,,National Gallery of Art Bulletin,,,,50,,,,,"20-21, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2002,2002,Van Gogh: Fields - The Field with Poppies and the Artists' Dispute,,Kunsthalle Bremen,,,,,,,,,,,,,"104-105, color repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2009,2009,Vincent van Gogh -- Between Earth and Heaven: The Landscapes,,Kunstmuseum Basel,,,,,,,,,Basel,,,,"270, repro.  fig. 100."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Monograph,http://vocab.getty.edu/aat/300060417,2009,2009,Vincent van Gogh à Auvers,,"Van der Veen, Wouter, and Peter Knapp",,,,,,,,,Paris,,,,"140, repro."
d4f6fe8c-593c-4b18-9f13-d546d8ba588c,F807,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F807, repro."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,,"Faille, J.-B. de la.",,,,,,,,,New York and Paris,,,,"372, no. 525, repro."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",,"Faille, J.-B. de la.",,,,,,,,,Paris and Brussels,,,,1:no. 502; 2:repro.
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Academic Journal,http://vocab.getty.edu/aat/300215390,1981,1982,Van Gogh's Concept of His Oeuvre,,"Uitert, Evert van",,,,Simiolus,,,,"12, no. 4",,,,,"241-242, fig. 14."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Monograph,http://vocab.getty.edu/aat/300060417,1958,1958,The Complete Letters of Vincent van Gogh,,"Gogh, Vincent van
Johanna van Gogh-Bonger, ed.",,,,,,,,,,,,,"3:126, letter 573."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Monograph,http://vocab.getty.edu/aat/300060417,1930,1930,Vincent Van Gogh,,"Knapp, Fritz",,,,,,,,,Leipzig,,,,"41, pl. 31."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Monograph,http://vocab.getty.edu/aat/300060417,1948,1948,"Van Gogh, 1853-1890",,"James, Philip",,,,,,,,,London,,,,"cover repro., 14, pl. 7."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,2013,2013,"Vincent van Gogh: The Years in France, Complete Paintings 1886-1890",,"Feilchenfeldt, Walter",,,,,,,,,London,,,,"131, repro., as _Oranges, Lemons and Blue Gloves_."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Periodical,http://vocab.getty.edu/aat/300026657,1962,1962,,,,,,,The Burlington Magazine,,,,"104, no. 710",,,,,"n.p., repro."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Academic Journal,http://vocab.getty.edu/aat/300215390,1993,1993,Cézanne en Van Gogh in het Rijksmuseum voor Moderne Kunst in Amsterdam: de collectie van Cornelis Hoogendijk (1866-1911),,"Henkels, Herbert",,,,Bulletin van het Rijksmuseum,,,,"41, no. 3-4",,,,,"227, 228 fig. 102, 292."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Periodical,http://vocab.getty.edu/aat/300026657,2014,2014,National Gallery of Art Bulletin,,Various,,,,National Gallery of Art Bulletin,,,,no. 51,,,,,"14, repro."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,Van Gogh in 1929: Europe and America,,"Rutter, Frank and Helen Comstock",,,,International Studio,,,,93,,,,,"38-41, repro."
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1966,1966,French Paintings from the Collections of Mr. and Mrs. Paul Mellon and  Mrs. Mellon Bruce,,,,,,,,,,,"National Gallery of Art, Washington",,,,repro. no. 134.
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Monograph,http://vocab.getty.edu/aat/300060417,1996,1996,Vincent van Gogh: Still Life with Peonies,,"Klusmann, Georg",,,,,,,,,Mainburg,,,,44.
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Periodical,http://vocab.getty.edu/aat/300026657,1948,1948,Vincent van Gogh en de Hagenaars: Een stilleven bij Van Wisselingh,,"Engelman, Jan",,,,De Tijd,,,,,,,,,repro.
a4dbc472-e34e-4173-a4a7-67cba1890327,F502,Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,,"Faille, J.-B. de la",,,,,,,,,Amsterdam,,,,"no. F502, repro"
